"variable","State.Abbr","value.mean","value.sd","value.0%","value.2.5%","value.25%","value.50%","value.75%","value.97.5%","value.100%"
"treopen","SC",109.444458046, 6.62014998, 1.016952e+02, 1.022969e+02, 1.054284e+02, 1.075148e+02, 1.116082e+02, 1.210762e+02, 1.222121e+02
"log10ys","SD", -0.137886355, 0.42317271,-1.183704e+00,-9.811319e-01,-1.065983e-02, 7.399361e-03, 2.068483e-02, 4.369081e-02, 4.506177e-02
"thetamin","SD",  0.495614702, 0.26417086, 1.897177e-03, 4.326851e-02, 3.802528e-01, 5.953591e-01, 6.275380e-01, 8.005383e-01, 8.306472e-01
"tautheta","SD", 18.409288827, 1.73903656, 1.588513e+01, 1.602536e+01, 1.718845e+01, 1.868159e+01, 1.910776e+01, 2.104876e+01, 2.131686e+01
"ntheta","SD",  3.340633666, 1.11139795, 1.827803e+00, 1.964516e+00, 2.613222e+00, 3.229870e+00, 3.736341e+00, 5.242118e+00, 5.477675e+00
"taus","SD", 32.817827729,10.78635926, 2.231770e+01, 2.256465e+01, 2.646877e+01, 2.985170e+01, 3.460139e+01, 5.222447e+01, 5.398164e+01
"taur","SD", 44.408901770,13.11648817, 2.250505e+01, 2.470992e+01, 3.529224e+01, 4.606250e+01, 5.387121e+01, 5.958991e+01, 6.003923e+01
"rmax","SD",  0.752148561, 0.32472184, 3.048011e-01, 3.157420e-01, 5.142026e-01, 8.063796e-01, 9.287961e-01, 1.218966e+00, 1.266033e+00
"treopen","SD",111.227116557, 9.66482920, 1.021025e+02, 1.021504e+02, 1.051675e+02, 1.088115e+02, 1.131646e+02, 1.283670e+02, 1.298668e+02
"log10ys","TN",  0.054716791, 0.13039120,-2.272328e-02,-2.046679e-02, 1.272023e-03, 8.623507e-03, 3.270672e-02, 3.160182e-01, 3.730630e-01
"thetamin","TN",  0.492112381, 0.26401993,-1.393569e-03, 3.679476e-02, 4.120286e-01, 5.701996e-01, 6.300600e-01, 7.977262e-01, 8.283638e-01
"tautheta","TN", 18.766088419, 2.21388229, 1.559402e+01, 1.563992e+01, 1.736705e+01, 1.911353e+01, 2.059106e+01, 2.118144e+01, 2.126380e+01
"ntheta","TN",  4.164793723, 0.90602820, 3.061398e+00, 3.139730e+00, 3.569956e+00, 3.816033e+00, 4.808416e+00, 5.530303e+00, 5.578271e+00
"taus","TN", 28.712888714, 7.60256787, 1.967420e+01, 2.011282e+01, 2.263328e+01, 2.776446e+01, 3.434644e+01, 3.962628e+01, 4.070141e+01
"taur","TN", 39.933351055,12.52438040, 2.429169e+01, 2.501518e+01, 3.231226e+01, 3.760721e+01, 4.658312e+01, 6.082287e+01, 6.341529e+01
"rmax","TN",  0.582331582, 0.18853460, 3.146353e-01, 3.353805e-01, 4.520111e-01, 5.686993e-01, 6.807846e-01, 8.667695e-01, 8.841189e-01
"treopen","TN",107.478977133, 6.63583840, 9.959402e+01, 9.985607e+01, 1.025032e+02, 1.058233e+02, 1.130654e+02, 1.164289e+02, 1.165578e+02
"log10ys","TX",  0.042757529, 0.09267726,-1.436659e-02,-1.432708e-02, 3.183456e-03, 1.524635e-02, 2.821259e-02, 2.276576e-01, 2.677579e-01
"thetamin","TX",  0.440441949, 0.24888337,-2.422479e-03, 2.836967e-02, 3.426784e-01, 5.097673e-01, 5.591813e-01, 7.496519e-01, 7.781952e-01
"tautheta","TX", 18.480160335, 1.96753469, 1.494502e+01, 1.509916e+01, 1.810561e+01, 1.927698e+01, 1.973093e+01, 2.001377e+01, 2.001994e+01
"ntheta","TX",  3.977864147, 1.25785121, 2.344372e+00, 2.369436e+00, 3.031034e+00, 4.105120e+00, 4.741824e+00, 5.752990e+00, 5.912695e+00
"taus","TX", 27.233301267, 8.96584876, 1.767206e+01, 1.789782e+01, 1.921404e+01, 2.590802e+01, 3.452113e+01, 3.959140e+01, 4.047605e+01
"taur","TX", 43.365816179,13.09810593, 2.305139e+01, 2.405020e+01, 3.344721e+01, 4.753459e+01, 5.409496e+01, 5.612351e+01, 5.641692e+01
"rmax","TX",  0.467436228, 0.14034872, 2.585881e-01, 2.755608e-01, 3.723178e-01, 4.595169e-01, 5.647772e-01, 6.697763e-01, 6.888798e-01
"treopen","TX",105.713461601, 7.74316524, 9.668203e+01, 9.706002e+01, 9.892062e+01, 1.051640e+02, 1.113347e+02, 1.159412e+02, 1.163018e+02
"log10ys","UT", -0.071591341, 0.21717134,-6.063233e-01,-5.051057e-01,-2.161774e-02, 1.549839e-03, 1.724639e-02, 3.631592e-02, 3.892014e-02
"thetamin","UT",  0.472158731, 0.24545761,-1.467385e-03, 4.403278e-02, 4.157190e-01, 5.179226e-01, 5.945192e-01, 7.740734e-01, 8.051396e-01
"tautheta","UT", 17.784605453, 1.03155880, 1.617298e+01, 1.625160e+01, 1.698065e+01, 1.814996e+01, 1.861567e+01, 1.876910e+01, 1.877897e+01
"ntheta","UT",  4.289843927, 1.08444627, 3.079415e+00, 3.094783e+00, 3.483526e+00, 4.021426e+00, 5.164444e+00, 5.779686e+00, 5.816292e+00
"taus","UT", 30.528975245, 6.37025068, 2.538761e+01, 2.539716e+01, 2.555238e+01, 2.917318e+01, 3.229209e+01, 4.225066e+01, 4.412076e+01
"taur","UT", 39.437863504, 9.07415808, 2.611991e+01, 2.682642e+01, 3.068377e+01, 4.239094e+01, 4.624782e+01, 4.942018e+01, 4.962834e+01
"rmax","UT",  0.502114677, 0.18074539, 2.022736e-01, 2.256166e-01, 4.008079e-01, 5.114756e-01, 6.323865e-01, 7.259953e-01, 7.351731e-01
"treopen","UT",108.313580698, 5.76944186, 1.026892e+02, 1.029012e+02, 1.039918e+02, 1.068738e+02, 1.107807e+02, 1.187061e+02, 1.202937e+02
"log10ys","VA",  0.036118804, 0.08059634,-1.863227e-02,-1.637538e-02, 2.767443e-03, 1.187363e-02, 2.322497e-02, 1.968794e-01, 2.319398e-01
"thetamin","VA",  0.446920876, 0.24185599, 1.577294e-03, 3.746249e-02, 3.949048e-01, 4.839740e-01, 5.755158e-01, 7.512262e-01, 7.875576e-01
"tautheta","VA", 17.985907165, 1.66137920, 1.539524e+01, 1.540299e+01, 1.735407e+01, 1.852261e+01, 1.931080e+01, 1.936048e+01, 1.936057e+01
"ntheta","VA",  3.976126764, 0.98944467, 2.597914e+00, 2.684706e+00, 3.436526e+00, 3.671722e+00, 4.871143e+00, 5.329893e+00, 5.402212e+00
"taus","VA", 36.981075551,12.34193602, 2.891914e+01, 2.913092e+01, 3.060901e+01, 3.229957e+01, 3.740022e+01, 6.141449e+01, 6.645091e+01
"taur","VA", 47.219843208, 9.78841139, 2.756346e+01, 3.019156e+01, 4.400389e+01, 4.803857e+01, 5.342958e+01, 5.776310e+01, 5.797423e+01
"rmax","VA",  0.407703750, 0.19785833, 1.814070e-01, 1.950616e-01, 3.079565e-01, 3.286927e-01, 4.914756e-01, 7.530555e-01, 7.862447e-01
"treopen","VA",114.966982716,11.62786796, 1.043586e+02, 1.051883e+02, 1.093727e+02, 1.106657e+02, 1.167111e+02, 1.375037e+02, 1.418462e+02
"log10ys","VT", -0.101412798, 0.28830518,-8.119235e-01,-6.747701e-01,-2.665881e-02,-1.384080e-02, 1.584380e-02, 3.925985e-02, 4.108793e-02
"thetamin","VT",  0.385211801, 0.23689094, 1.897177e-03, 2.506184e-02, 3.201333e-01, 4.129076e-01, 4.575479e-01, 7.388026e-01, 7.872310e-01
"tautheta","VT", 18.513144688, 1.48227465, 1.588513e+01, 1.620865e+01, 1.787868e+01, 1.849504e+01, 1.907501e+01, 2.059461e+01, 2.068260e+01
"ntheta","VT",  4.032650824, 0.95348707, 2.780229e+00, 2.816034e+00, 3.269569e+00, 4.041439e+00, 4.741570e+00, 5.371949e+00, 5.477675e+00
"taus","VT", 32.597746276,10.26168836, 2.366021e+01, 2.407957e+01, 2.627095e+01, 2.770439e+01, 3.620078e+01, 5.163933e+01, 5.398164e+01
"taur","VT", 45.661679318,11.37581547, 2.225067e+01, 2.515918e+01, 3.991419e+01, 5.035515e+01, 5.330601e+01, 5.549223e+01, 5.566116e+01
"rmax","VT",  0.497743123, 0.14972037, 3.288002e-01, 3.355412e-01, 4.038441e-01, 4.728809e-01, 5.342963e-01, 7.619644e-01, 7.891673e-01
"treopen","VT",111.110890964, 9.08238765, 1.023670e+02, 1.027976e+02, 1.058842e+02, 1.072981e+02, 1.139829e+02, 1.278818e+02, 1.298668e+02
"log10ys","WA", -0.047333808, 0.07564385,-2.073777e-01,-1.908394e-01,-5.243010e-02,-1.887167e-02,-4.635195e-03, 1.533758e-02, 1.896642e-02
"thetamin","WA",  0.415664591, 0.24091578, 1.227831e-03, 3.062197e-02, 3.499275e-01, 4.225276e-01, 5.420444e-01, 7.404345e-01, 7.670886e-01
"tautheta","WA", 18.142527047, 1.88680123, 1.524787e+01, 1.533359e+01, 1.712539e+01, 1.844415e+01, 1.939083e+01, 2.047556e+01, 2.061649e+01
"ntheta","WA",  3.337640604, 0.98359590, 2.200392e+00, 2.251444e+00, 2.768941e+00, 2.996945e+00, 3.958497e+00, 4.994041e+00, 5.203055e+00
"taus","WA", 26.354383839,22.76620304, 4.754348e+00, 5.441197e+00, 8.976744e+00, 2.280943e+01, 3.297191e+01, 6.763101e+01, 7.415229e+01
"taur","WA", 49.085250126,25.24793368, 1.881223e+01, 1.977111e+01, 2.540491e+01, 4.851570e+01, 7.371364e+01, 7.834123e+01, 7.931320e+01
"rmax","WA",  0.429692689, 0.12269657, 2.717218e-01, 2.728131e-01, 3.542007e-01, 4.185758e-01, 5.276814e-01, 5.841268e-01, 5.869383e-01
"treopen","WA",104.496910885,21.42477066, 8.537083e+01, 8.563198e+01, 8.755102e+01, 1.005839e+02, 1.109756e+02, 1.435794e+02, 1.494002e+02
"log10ys","WI", -0.017440981, 0.07666379,-2.051351e-01,-1.700084e-01,-5.384622e-04, 2.581456e-03, 1.630105e-02, 2.691559e-02, 2.807807e-02
"thetamin","WI",  0.455929574, 0.25952470,-1.220061e-03, 3.144030e-02, 3.367789e-01, 5.151997e-01, 6.125189e-01, 7.756474e-01, 8.054327e-01
"tautheta","WI", 17.831679765, 1.57361355, 1.546600e+01, 1.554657e+01, 1.680770e+01, 1.803688e+01, 1.904890e+01, 1.973362e+01, 1.982793e+01
"ntheta","WI",  5.220368657, 1.62213353, 2.774118e+00, 2.863348e+00, 4.429406e+00, 5.388658e+00, 5.996162e+00, 7.358091e+00, 7.424388e+00
"taus","WI", 34.739846714,10.97338061, 2.416286e+01, 2.454845e+01, 2.949414e+01, 3.248036e+01, 3.552595e+01, 5.581531e+01, 5.978257e+01
"taur","WI", 44.021465960, 9.61378644, 2.822210e+01, 2.916952e+01, 3.827969e+01, 4.545445e+01, 5.113620e+01, 5.552422e+01, 5.605844e+01
"rmax","WI",  0.607355046, 0.20709773, 2.793764e-01, 3.008589e-01, 4.973021e-01, 6.177212e-01, 7.352050e-01, 9.008469e-01, 9.329635e-01
"treopen","WI",112.571526479,10.30843194, 1.019901e+02, 1.024491e+02, 1.060006e+02, 1.116136e+02, 1.135720e+02, 1.319503e+02, 1.352486e+02
"log10ys","WV", -0.024331891, 0.09645268,-2.550391e-01,-2.149832e-01,-1.629021e-02, 1.506328e-03, 1.671596e-02, 4.876736e-02, 5.205407e-02
"thetamin","WV",  0.487514555, 0.27165458, 1.897177e-03, 3.416331e-02, 3.871255e-01, 5.583431e-01, 6.402416e-01, 8.114509e-01, 8.417334e-01
"tautheta","WV", 18.924218812, 2.20144057, 1.588513e+01, 1.589003e+01, 1.760029e+01, 1.914697e+01, 2.076299e+01, 2.129479e+01, 2.131179e+01
"ntheta","WV",  4.926103203, 1.40031110, 3.289225e+00, 3.290317e+00, 3.887992e+00, 4.876864e+00, 5.692676e+00, 7.023975e+00, 7.169553e+00
"taus","WV", 31.517304045,10.46912066, 2.042226e+01, 2.109369e+01, 2.531091e+01, 2.944463e+01, 3.281113e+01, 5.114370e+01, 5.398164e+01
"taur","WV", 44.127925138,10.89623852, 2.584553e+01, 2.800724e+01, 3.910740e+01, 4.255397e+01, 5.059147e+01, 6.035259e+01, 6.202403e+01
"rmax","WV",  0.684785675, 0.29557449, 3.246758e-01, 3.321386e-01, 4.683190e-01, 6.552157e-01, 9.061269e-01, 1.068369e+00, 1.075328e+00
"treopen","WV",110.441522857, 9.46634834, 1.017340e+02, 1.018942e+02, 1.048363e+02, 1.077948e+02, 1.116058e+02, 1.279615e+02, 1.298668e+02
"log10ys","WY", -0.197862402, 0.57693245,-1.624504e+00,-1.344792e+00,-2.255813e-02,-1.401667e-04, 2.110035e-02, 3.681920e-02, 3.686786e-02
"thetamin","WY",  0.542969297, 0.29266512, 1.897177e-03, 4.367015e-02, 4.262129e-01, 6.044066e-01, 7.728447e-01, 8.406260e-01, 8.532926e-01
"tautheta","WY", 20.292930612, 5.31432818, 1.588513e+01, 1.615763e+01, 1.793755e+01, 1.875166e+01, 1.958295e+01, 3.086590e+01, 3.279962e+01
"ntheta","WY",  4.406458302, 1.34912315, 2.056784e+00, 2.278212e+00, 3.759110e+00, 4.610276e+00, 4.941306e+00, 6.327091e+00, 6.507270e+00
"taus","WY", 30.794611221, 9.78727162, 2.464726e+01, 2.478461e+01, 2.556642e+01, 2.704768e+01, 3.016426e+01, 5.040706e+01, 5.398164e+01
"taur","WY", 41.258872086,11.34585138, 2.102636e+01, 2.270145e+01, 3.615143e+01, 4.362281e+01, 4.773227e+01, 5.517586e+01, 5.629800e+01
"rmax","WY",  0.916580877, 0.49164955, 3.390838e-01, 3.440252e-01, 5.833003e-01, 8.386105e-01, 1.217040e+00, 1.611954e+00, 1.619226e+00
"treopen","WY",111.087541834, 9.65230728, 1.034085e+02, 1.034619e+02, 1.049220e+02, 1.067777e+02, 1.137066e+02, 1.284609e+02, 1.298668e+02
